field,biome,country,pesticide_kg_ha,nearbyorg,pest_abu_ha
organic,tropical,B,2.674,0.29,315.5
organic,tropical,E,1.325,0.5,359.9
organic,tropical,K,1.571,0.35,379.5
conventional,tropical,N,2.169,0.06,382.5
organic,temperate,R,0.398,0.32,313.7
organic,boreal,X,0.474,0.4,258
organic,temperate,V,0.303,0.44,249.5
conventional,temperate,N,3.641,0.01,262.5
organic,boreal,Y,0.245,0.51,255.6
organic,temperate,E,1.138,0.42,273.2
organic,temperate,X,0.757,0.41,267
conventional,temperate,X,4.614,0.01,262.2
organic,temperate,P,0.781,0.46,296.3
conventional,tropical,N,4.808,0.02,317.2
organic,boreal,O,0.353,0.59,250.7
conventional,tropical,M,3.863,0.02,344.5
organic,boreal,Y,0.076,0.33,255
conventional,temperate,K,3.177,0.01,209.3
organic,boreal,N,0.704,0.51,238.8
conventional,boreal,F,1.942,0,223.5
conventional,temperate,O,4.952,0.03,208.7
conventional,tropical,N,4.423,0.08,320.3
conventional,boreal,I,0.776,0,247.7
conventional,boreal,B,2.265,0.04,216.9
organic,boreal,J,0.695,0.43,256.6
conventional,boreal,X,1.337,0.03,228
conventional,tropical,P,4.121,0.05,302.1
organic,tropical,A,1.237,0.26,385.6
organic,temperate,W,1.331,0.48,274.8
conventional,tropical,A,3.281,0.01,296.1
conventional,boreal,X,3.979,0.01,185
organic,temperate,W,1.002,0.5,299.8
conventional,tropical,Y,5.337,0.01,316.2
organic,boreal,F,0.561,0.38,244.6
organic,boreal,L,1.02,0.44,263.8
organic,tropical,X,1.911,0.35,378.6
conventional,temperate,A,2.473,0.02,261.3
conventional,tropical,L,3.116,0.02,362.2
organic,tropical,C,1.829,0.45,371.9
organic,boreal,S,1.026,0.63,220.8
conventional,temperate,D,1.361,0.03,266.9
organic,tropical,L,1.545,0.33,376.7
organic,temperate,I,0.369,0.48,285.4
conventional,boreal,N,1.049,0.05,281.3
conventional,tropical,S,4.438,0.03,325.5
organic,temperate,Z,1.38,0.38,265.8
organic,boreal,C,0.984,0.41,256.9
organic,temperate,U,0.56,0.42,310.6
organic,tropical,W,2.214,0.4,374
organic,boreal,A,0.756,0.37,261.8
conventional,boreal,T,3.95,0.01,214.6
conventional,boreal,E,2.327,0,214.7
conventional,tropical,N,2.569,0.01,343.1
conventional,tropical,B,2.52,0.01,363.7
organic,boreal,W,0.291,0.52,225
conventional,temperate,M,1.819,0.02,276.8
conventional,tropical,Y,3.822,0.1,322.5
organic,boreal,G,0.741,0.41,238.7
conventional,tropical,D,0.756,0.02,332.5
organic,temperate,Q,0.817,0.39,289.6
organic,temperate,T,1.045,0.26,305.6
organic,temperate,L,0.968,0.37,274.5
organic,tropical,F,1.171,0.43,346.7
conventional,boreal,L,0.67,0.02,225.8
organic,boreal,W,0.842,0.52,230.3
organic,boreal,K,1.096,0.54,232.3
conventional,temperate,R,2.352,0.03,298.5
conventional,temperate,B,5.76,0.07,240.5
conventional,temperate,F,1.325,0,299
conventional,boreal,H,2.026,0,226
conventional,tropical,W,2.37,0.07,309.7
organic,boreal,J,0.423,0.44,242.5
organic,boreal,N,0.366,0.45,250.8
organic,boreal,S,0.374,0.54,262.1
organic,tropical,J,2.004,0.43,341.7
conventional,temperate,K,5.677,0.04,223
conventional,temperate,L,1.217,0.04,304.3
conventional,boreal,N,2.787,0,184.6
organic,tropical,Q,1.915,0.52,352
organic,temperate,W,0.737,0.21,279.2
organic,boreal,C,0.832,0.4,259.1
conventional,boreal,E,1.719,0.24,244
organic,boreal,G,0.641,0.49,303.6
organic,boreal,P,0.68,0.41,258.7
organic,tropical,D,1.139,0.33,376.2
organic,boreal,M,0.703,0.28,277.8
organic,boreal,X,0.706,0.46,242.9
conventional,tropical,Q,3.221,0,323.6
organic,temperate,Q,1.141,0.54,337.8
conventional,boreal,J,2.451,0.05,229.9
conventional,tropical,B,4.673,0.15,325.8
organic,tropical,J,2.086,0.35,350.9
conventional,temperate,G,3.33,0.03,238.4
conventional,tropical,R,3.814,0.06,346.9
conventional,boreal,H,3.008,0.06,184.5
conventional,temperate,S,3.1,0.01,258.2
organic,temperate,G,1.259,0.67,299
organic,boreal,O,0.479,0.36,208.4
organic,boreal,Y,1.033,0.48,272.4
conventional,temperate,P,2.075,0.01,287.1
conventional,temperate,E,4.069,0.06,239.6
organic,boreal,R,0.913,0.31,249.4
conventional,boreal,X,1.421,0.01,262
conventional,boreal,C,2.755,0.08,224.4
conventional,tropical,Q,2.705,0.03,356.9
conventional,boreal,M,2.374,0.02,250
conventional,tropical,S,3.993,0.08,310.4
organic,tropical,R,0.801,0.48,373.4
organic,temperate,S,1.032,0.36,330
conventional,tropical,L,3.668,0.05,341.8
organic,boreal,G,0.708,0.4,265.4
conventional,tropical,J,3.923,0.12,331.1
organic,tropical,C,1.001,0.5,376.8
organic,temperate,I,1.093,0.37,310.5
conventional,boreal,A,2.582,0.09,232.1
organic,tropical,U,1.636,0.35,397.2
organic,tropical,F,1.229,0.41,345.5
conventional,tropical,G,2.373,0.03,310.8
organic,temperate,Y,0.871,0.3,286.7
organic,tropical,G,2.766,0.4,348.7
conventional,tropical,X,4.009,0.01,331.7
organic,boreal,P,1.028,0.32,237.9
conventional,tropical,A,2.276,0.01,363.7
organic,boreal,D,0.531,0.4,248.7
conventional,boreal,J,4.015,0.13,229.1
conventional,boreal,C,2.707,0.04,203.7
organic,boreal,M,0.234,0.44,250.4
conventional,temperate,D,1.227,0.01,268.1
organic,boreal,C,0.892,0.6,235
organic,temperate,U,0.949,0.36,271.8
organic,boreal,H,0.857,0.52,233.1
organic,tropical,E,1.632,0.55,323.2
organic,boreal,U,0.235,0.43,255.4
organic,boreal,G,0.88,0.42,232.3
conventional,temperate,S,4.128,0.11,257.7
conventional,boreal,X,2.526,0.02,216.8
conventional,temperate,K,2.421,0.05,292.1
organic,boreal,W,0.21,0.69,212.2
conventional,tropical,P,2.133,0.03,340.1
conventional,tropical,F,4.604,0.04,333.9
conventional,boreal,N,2.49,0.02,239.5
organic,tropical,W,1.278,0.43,365.3
organic,temperate,I,0.238,0.43,321.4
organic,temperate,I,1.089,0.39,311
conventional,boreal,V,2.597,0.02,244.9
organic,tropical,V,1.995,0.53,334.5
conventional,boreal,N,0.929,0.04,253.9
conventional,tropical,A,1.027,0.03,312
conventional,tropical,E,4.182,0.01,308.4
organic,boreal,C,0.662,0.51,220.5
conventional,temperate,E,1.339,0.02,292.3
organic,temperate,K,0.847,0.48,286.5
organic,temperate,C,0.256,0.4,246.8
conventional,tropical,P,1.978,0.01,320.3
organic,boreal,I,0.213,0.69,235.1
conventional,temperate,R,3.697,0,221.3
organic,tropical,Q,1.395,0.51,360.3
conventional,tropical,Y,4.003,0.07,299.7
organic,temperate,D,0.993,0.58,260.6
conventional,temperate,G,2.042,0.03,295.1
conventional,temperate,A,0.224,0.01,303.5
organic,tropical,V,1.766,0.43,352.6
conventional,tropical,I,4.128,0.12,321
organic,boreal,V,0.355,0.43,267.4
conventional,temperate,U,2.913,0.01,292.1
conventional,temperate,L,2.671,0.02,211.8
conventional,temperate,Q,1.816,0.02,281.4
conventional,boreal,D,2.85,0.01,219.2
organic,boreal,P,1.048,0.45,221
conventional,tropical,U,3.624,0.05,296
conventional,tropical,J,0.259,0.04,381
conventional,temperate,D,4.605,0.01,274.5
conventional,temperate,O,2.245,0,302.2
conventional,tropical,Y,3.5,0.03,302.2
conventional,temperate,T,4.529,0,229.7
organic,boreal,O,1.335,0.49,251.6
organic,tropical,E,1.996,0.33,332.9
conventional,boreal,A,2.351,0.01,273
conventional,boreal,N,2.045,0.01,200.6
conventional,temperate,K,3.163,0.06,257.2
conventional,tropical,J,3.614,0.01,356.4
organic,boreal,V,0.808,0.48,230.1
conventional,tropical,V,2.497,0.02,340.4
organic,temperate,E,0.864,0.47,279.4
conventional,boreal,B,3.745,0.02,196.1
organic,boreal,T,0.608,0.58,267.9
organic,tropical,Y,1.315,0.35,400.8
organic,tropical,W,1.74,0.38,357.9
organic,tropical,Q,1.727,0.49,311.7
conventional,tropical,D,2.203,0.02,324.1
organic,temperate,R,1.092,0.42,274.5
organic,temperate,S,0.297,0.46,316.4
organic,boreal,Y,0.971,0.52,241.7
conventional,temperate,O,3.992,0.01,263.1
conventional,temperate,D,1.521,0.11,305.8
organic,tropical,T,1.278,0.32,333.6
organic,temperate,N,0.195,0.51,286.6
organic,boreal,J,1.858,0.51,261.4
organic,boreal,E,0.741,0.49,245.3
conventional,temperate,I,2.134,0.04,258.4
conventional,tropical,Z,4.212,0.04,354.1
organic,temperate,Q,0.982,0.36,243.4
organic,temperate,Z,0.543,0.38,273
organic,temperate,T,1.104,0.48,274.5
conventional,tropical,E,5.114,0.02,322.5
organic,tropical,D,1.545,0.61,345.3
organic,boreal,E,0.275,0.53,264.7
organic,temperate,H,0.994,0.4,277.2
organic,boreal,W,0.071,0.38,254.7
organic,temperate,O,0.319,0.55,306.6
organic,temperate,M,0.865,0.34,303.8
organic,tropical,I,1.569,0.55,305
organic,temperate,U,0.461,0.29,279
organic,boreal,G,0.607,0.53,281
organic,tropical,M,1.567,0.41,281.6
conventional,boreal,W,0.511,0.09,224.1
conventional,tropical,H,5.841,0.01,276.8
conventional,temperate,E,2.584,0,217.5
organic,boreal,Z,1.304,0.33,239.9
organic,boreal,J,0.859,0.47,253.6
organic,temperate,V,0.562,0.55,276.3
organic,boreal,O,0.958,0.37,248.7
conventional,tropical,N,3.521,0.05,351.7
organic,temperate,K,0.874,0.48,286
conventional,boreal,H,1.278,0.06,245.5
organic,tropical,T,1.701,0.3,360.8
conventional,tropical,P,3.094,0.01,354.8
conventional,tropical,B,1.312,0.06,375.3
conventional,temperate,K,2.933,0,255
organic,boreal,G,0.982,0.48,234.2
organic,temperate,F,1.457,0.53,270.2
conventional,boreal,O,0.856,0.01,227.4
conventional,temperate,W,2.511,0.04,308
conventional,boreal,S,0.927,0.04,245.3
conventional,boreal,H,3.607,0.07,215
organic,tropical,O,1.246,0.38,365.5
organic,tropical,F,2.038,0.41,377.1
conventional,temperate,J,3.268,0.02,230.1
conventional,boreal,B,1.996,0.05,220.9
conventional,tropical,O,4.202,0.06,331.9
conventional,temperate,O,0.902,0,256.6
conventional,temperate,H,3.412,0,247.6
conventional,tropical,J,5.939,0.02,307.6
conventional,temperate,F,2.426,0.02,238.2
conventional,temperate,J,3.644,0.07,280.9
conventional,boreal,O,1.429,0.17,239.5
conventional,temperate,Q,2.188,0.04,270.6
conventional,boreal,Q,3.005,0.03,200.5
conventional,temperate,G,2.881,0.02,218.6
conventional,temperate,Y,0.805,0,339.1
conventional,tropical,P,3.958,0.05,374.3
conventional,boreal,X,1.321,0.01,266.9
conventional,boreal,J,2.18,0.07,210.5
organic,boreal,B,0.873,0.46,223.1
conventional,temperate,B,0.179,0.02,287.9
conventional,tropical,D,3.701,0.01,325.2
organic,temperate,B,1.168,0.48,289.7
organic,tropical,K,2.052,0.45,379.8
organic,temperate,Z,1.144,0.43,293.1
conventional,tropical,B,2.962,0.03,339.7
organic,boreal,R,0.244,0.57,231.9
conventional,temperate,A,3.025,0.03,259.9
conventional,boreal,V,4.055,0.01,209.6
conventional,temperate,Y,4.993,0,203.5
conventional,boreal,W,1.107,0,232.2
conventional,temperate,Z,3.965,0.03,245
organic,tropical,O,2.032,0.33,344.6
organic,boreal,N,1.262,0.33,243.8
conventional,tropical,L,3.522,0.02,354.7
conventional,tropical,X,2.831,0.01,305.2
organic,tropical,T,1.974,0.32,354.1
conventional,boreal,V,1.247,0.06,243
organic,tropical,E,2.111,0.3,363.3
organic,boreal,G,0.488,0.4,251.6
organic,tropical,J,1.426,0.36,394
conventional,boreal,C,0.69,0.01,260.1
conventional,temperate,N,0.97,0.01,288.3
organic,boreal,F,0.662,0.37,277.9
organic,boreal,N,0.727,0.53,262.5
organic,temperate,C,1.228,0.37,300.8
organic,boreal,D,0.39,0.3,245.6
conventional,temperate,N,2.488,0,283.2
conventional,temperate,X,2.2,0.02,239.7
organic,temperate,F,1.206,0.37,267.3
organic,temperate,E,1.134,0.34,265.3
conventional,boreal,G,2.456,0.01,197.8
organic,boreal,M,1.058,0.52,266.1
organic,boreal,J,0.98,0.51,203.7
conventional,tropical,W,3.023,0,349.5
conventional,tropical,G,2.632,0.01,323
organic,tropical,N,2.652,0.39,323.9
organic,tropical,K,1.59,0.32,341.9
organic,tropical,M,1.585,0.55,308.7
organic,boreal,Z,0.653,0.53,226
organic,temperate,O,0.442,0.46,341.6
conventional,temperate,K,4.896,0.02,249.2
conventional,tropical,N,0.132,0.01,393.5
organic,tropical,A,1.217,0.49,379.9
conventional,temperate,C,3.569,0.01,203
conventional,boreal,E,0.909,0.01,238.1
conventional,boreal,O,4.408,0.07,198.8
organic,boreal,Y,0.325,0.5,277.7
conventional,tropical,Z,3.813,0.02,310.1
conventional,boreal,O,0.604,0.01,240.3
organic,boreal,N,0.871,0.36,213.8
organic,boreal,V,0.954,0.31,272
conventional,temperate,V,3.886,0.02,294.7
conventional,tropical,J,3.534,0.01,348.5
conventional,tropical,E,3.405,0.03,355.8
conventional,boreal,Y,2.289,0.03,240.4
organic,boreal,A,0.793,0.29,276.1
organic,temperate,C,0.343,0.61,217.1
organic,boreal,R,1.432,0.4,228.1
conventional,tropical,N,3.258,0.01,320.3
organic,boreal,D,0.309,0.4,265.3
conventional,tropical,Z,1.566,0.04,374.6
conventional,tropical,M,4.552,0.05,338.4
organic,tropical,Z,2.448,0.48,346.8
conventional,tropical,V,2.112,0.01,327.1
conventional,boreal,M,0.701,0.04,289.8
conventional,temperate,U,2.015,0.01,245.2
organic,temperate,F,0.485,0.35,307.3
conventional,temperate,M,2.683,0,238
organic,boreal,Y,0.465,0.58,231.9
conventional,temperate,Z,1.638,0.01,271.1
conventional,temperate,P,3.016,0.02,227.7
conventional,tropical,S,2.104,0.01,375.4
organic,tropical,M,1.915,0.32,356.9
organic,temperate,F,1.077,0.46,289.6
conventional,temperate,V,3.527,0.01,285.4
conventional,boreal,F,1.26,0.05,215.9
conventional,boreal,J,1.985,0.01,255
conventional,temperate,D,3.143,0,242.3
conventional,tropical,V,4.132,0.07,316.7
conventional,tropical,B,3.159,0.01,334.3
organic,tropical,W,1.292,0.41,345.5
organic,tropical,O,2.083,0.52,345.7
conventional,tropical,K,2.563,0.02,374.3
organic,temperate,R,1.564,0.47,265.4
conventional,temperate,T,2.741,0.02,270.7
conventional,temperate,B,0.801,0.11,314.1
conventional,tropical,O,3.228,0.08,321
organic,tropical,J,1.145,0.34,415
conventional,boreal,L,1.04,0.01,269.3
organic,tropical,Q,0.848,0.49,382.8
organic,boreal,H,0.679,0.45,223.9
organic,boreal,H,0.337,0.44,287.8
organic,temperate,Y,1.054,0.43,271.8
conventional,tropical,Z,4.155,0.01,378.8
conventional,temperate,K,2.239,0.03,254.7
organic,tropical,S,1.574,0.5,351.1
organic,boreal,Y,0.737,0.54,253.5
conventional,tropical,V,5.642,0.02,324.1
organic,tropical,L,2.109,0.44,333.1
organic,boreal,D,0.068,0.29,248.8
conventional,temperate,G,1.802,0,275.8
conventional,temperate,I,5.364,0.02,218.3
conventional,boreal,S,2.251,0.1,245.3
organic,tropical,D,1.578,0.54,355.4
conventional,boreal,D,0.902,0.08,244.4
organic,temperate,R,1.015,0.56,278.6
conventional,tropical,L,3.101,0.04,313.6
conventional,temperate,Q,1.879,0.01,271.7
conventional,boreal,G,1.508,0.02,263.1
conventional,tropical,C,3.46,0.08,300
conventional,boreal,N,1.794,0,219.2
conventional,temperate,J,3.685,0,259.4
organic,tropical,N,1.135,0.45,362.6
organic,boreal,P,0.461,0.44,261.2
organic,temperate,I,0.403,0.5,291
organic,boreal,W,0.882,0.38,272.5
conventional,temperate,K,1.148,0,298.2
organic,temperate,W,1.972,0.41,293.8
conventional,boreal,E,2.995,0.03,197.2
organic,temperate,W,1.391,0.56,259.6
organic,boreal,K,0.451,0.4,277.6
conventional,tropical,B,3.181,0.02,349.6
conventional,tropical,N,1.607,0.08,342.2
conventional,temperate,S,1.77,0.01,301.9
conventional,temperate,P,1.357,0,323.8
conventional,boreal,T,2.111,0.03,226
organic,temperate,Y,0.321,0.42,318.8
conventional,boreal,A,0.623,0.03,225.4
conventional,boreal,R,3.25,0.06,183.5
conventional,tropical,Z,2.318,0.01,345.2
organic,tropical,J,1.872,0.18,364.3
organic,tropical,L,1.097,0.41,402.6
conventional,temperate,D,2.142,0.06,276.2
organic,boreal,A,0.023,0.33,267.4
conventional,tropical,M,3.53,0.03,364.3
organic,boreal,Y,0.66,0.4,223.1
conventional,tropical,T,2.522,0,332
organic,temperate,C,0.802,0.49,281
conventional,temperate,S,1.6,0.02,299.5
conventional,tropical,T,4.754,0.1,282.9
organic,temperate,Q,0.728,0.33,294.6
conventional,tropical,R,0.227,0.02,367.2
organic,boreal,M,1.446,0.46,234
conventional,temperate,L,2.581,0.01,278.7
organic,tropical,W,1.966,0.27,365.2
conventional,tropical,Q,2.704,0.02,367.7
conventional,tropical,N,5.078,0,324.8
organic,boreal,I,0.805,0.5,287.1
conventional,temperate,J,2.577,0.03,250.3
organic,temperate,J,1.396,0.4,316.2
conventional,boreal,S,1.453,0.01,218.8
organic,temperate,M,1.278,0.43,265
organic,tropical,A,1.159,0.34,357
organic,tropical,E,1.675,0.43,357.4
organic,temperate,S,0.844,0.64,270
conventional,boreal,F,1.108,0.02,244.2
conventional,tropical,N,2.907,0.01,299.1
organic,temperate,Z,0.328,0.43,304.2
organic,tropical,O,1.924,0.44,346.5
conventional,tropical,A,1.288,0,364.3
organic,temperate,Q,0.189,0.41,292.6
conventional,boreal,O,2.476,0.11,233.2
organic,temperate,N,0.075,0.63,266
organic,temperate,J,0.772,0.51,257.1
organic,boreal,C,0.21,0.45,250.2
organic,boreal,Z,0.344,0.47,276.4
conventional,temperate,R,2.581,0,265.4
conventional,temperate,O,3.289,0.08,237.7
conventional,temperate,Y,1.108,0.05,267.9
organic,tropical,I,1.968,0.7,305.6
conventional,boreal,R,0.535,0.03,259.5
conventional,tropical,B,4.874,0.03,327.3
conventional,temperate,F,1.131,0.01,278.9
organic,tropical,R,2.02,0.43,363.1
organic,boreal,N,1.591,0.48,254.1
conventional,tropical,R,3.556,0,340.3
conventional,temperate,K,4.271,0,217.5
organic,temperate,Y,1.278,0.31,309.8
organic,temperate,R,0.55,0.52,305.9
conventional,temperate,L,4.085,0.02,240.3
conventional,tropical,J,5.264,0.09,299.6
conventional,temperate,E,3.382,0.06,240.4
conventional,boreal,T,3.036,0.08,193
conventional,temperate,U,2.884,0.02,236.4
organic,temperate,L,1.032,0.4,281.8
organic,temperate,H,1.196,0.45,294.8
conventional,tropical,Y,2.903,0.05,291.8
conventional,tropical,S,3.812,0.06,332.6
organic,temperate,Q,1.03,0.33,268.7
organic,tropical,O,2.259,0.44,358.1
conventional,tropical,L,2.26,0.04,336.1
conventional,temperate,J,2.36,0,266.4
organic,boreal,U,0.535,0.32,265.9
conventional,boreal,Z,3.842,0.03,180.2
conventional,tropical,M,0.908,0.02,389.2
organic,tropical,U,1.788,0.49,344.4
conventional,temperate,W,2.317,0.06,262.7
organic,temperate,L,0.424,0.45,248
conventional,temperate,J,4.673,0.07,242.3
organic,temperate,A,0.535,0.51,295.9
conventional,temperate,V,4.56,0.01,235.3
organic,temperate,R,1.185,0.47,273.3
organic,tropical,X,1.571,0.43,355.3
organic,temperate,Q,0.395,0.34,301
conventional,boreal,H,1.034,0.01,229.4
conventional,boreal,O,2.289,0.05,240.1
conventional,boreal,S,1.928,0.08,273.3
organic,tropical,B,1.923,0.24,368.9
conventional,boreal,S,2.127,0.01,219.4
conventional,tropical,B,1.675,0,341.4
conventional,temperate,W,2.432,0,256.4
organic,tropical,F,1.633,0.44,365.4
conventional,boreal,N,3.481,0.05,209.4
conventional,tropical,G,2.767,0.09,323.9
conventional,boreal,G,1.439,0.05,183.9
conventional,temperate,V,1.363,0,263.3
organic,tropical,N,1.477,0.48,351.2
conventional,temperate,Q,2.988,0.01,236.6
organic,boreal,J,0.943,0.52,212.7
conventional,tropical,Y,4.662,0.04,308.4
organic,temperate,I,0.643,0.44,270.7
conventional,temperate,I,1.352,0.01,225.1
organic,boreal,V,0.954,0.54,209.3
conventional,temperate,S,3.036,0.06,268.5
organic,temperate,Q,1.934,0.61,285.1
conventional,temperate,Y,2.738,0,249.9
conventional,temperate,N,2.973,0.01,270.9
organic,temperate,U,1.034,0.37,289
conventional,temperate,U,2.739,0.05,271.5
conventional,boreal,X,2.429,0,201.2
conventional,temperate,T,1.674,0.01,292.1
conventional,boreal,U,3.57,0.02,204.2
organic,boreal,Q,0.255,0.39,259.6
conventional,tropical,I,1.06,0.02,377.2
organic,temperate,U,0.596,0.5,297
conventional,temperate,E,1.075,0.03,269.4
organic,temperate,W,0.564,0.43,282.8
organic,temperate,O,0.579,0.59,275.8
conventional,boreal,N,1.157,0.04,245.8
organic,boreal,E,1.278,0.3,228.1
conventional,boreal,Y,2.588,0.01,246.3
conventional,tropical,M,2.92,0.06,357.5
organic,tropical,L,2.135,0.41,338.7
organic,temperate,T,1.661,0.54,255.1
conventional,temperate,M,1.577,0.02,253
organic,tropical,M,1.996,0.33,393.4
organic,tropical,L,2.187,0.29,373.8
organic,boreal,V,1.243,0.48,254.6
organic,temperate,V,0.87,0.42,299.9
organic,tropical,R,2.309,0.47,358.8
conventional,tropical,O,3.766,0.01,320
organic,boreal,O,0.798,0.47,254.6
organic,boreal,Y,0.584,0.37,223.8
conventional,tropical,U,2.046,0,346.1
conventional,boreal,G,1.057,0.16,252.1
conventional,temperate,H,0.361,0,260.4
organic,tropical,C,2.194,0.42,380
organic,tropical,J,2.171,0.42,340.2
conventional,temperate,S,3.095,0.04,249
organic,tropical,F,0.789,0.59,375.7
conventional,boreal,N,1.29,0.03,239.7
conventional,temperate,M,5.089,0.02,177.8
conventional,boreal,G,1.337,0.05,211.5
conventional,temperate,R,2.834,0.01,250.4
organic,boreal,G,0.774,0.61,228.4
organic,tropical,G,1.759,0.39,331.7
conventional,boreal,J,1.52,0.01,200.5
organic,tropical,S,1.938,0.44,343.7
conventional,boreal,D,1.006,0.01,218.8
conventional,tropical,U,2.784,0,335.9
conventional,boreal,T,2.202,0.03,222.7
conventional,tropical,K,3.66,0.05,333
organic,boreal,V,0.532,0.49,266.4
conventional,tropical,H,2.013,0.01,356.8
conventional,temperate,Q,0.319,0.07,303.7
conventional,temperate,M,0.86,0.01,287.9
conventional,boreal,U,2.197,0.03,225.8
organic,temperate,M,0.707,0.42,305.3
conventional,boreal,K,1.577,0,233.7
conventional,tropical,I,2.875,0.02,319.6
conventional,boreal,G,5.029,0.01,173.1
organic,boreal,A,1.055,0.41,277.7
organic,tropical,I,1.282,0.4,330.5
